ID	Name	Desc	sParam1	sParam2
20009	Interaksi Positif	Seorang murid {0} sedang mengunjungi gunung {1} ketika mereka bertemu dengan beberapa murid dalam {1} yang sedang berlatih pertarungan pedang. Mereka semua berbagi teknik yang berbeda satu sama lain dan memainkan banyak pertandingan yang luar biasa, baik tuan rumah maupun tamu merasa puas. Pertandingan tersebut diceritakan di antara para petani. Kedua sekte menjadi sedikit lebih bersahabat dari sebelumnya.		
20010	Interaksi Positif	Seorang tetua {0} mengunjungi markas {1}, bertemu langsung dengan pemimpin sekte {1}, dan melakukan diskusi rahasia yang berlangsung selama berhari-hari sebelum akhirnya mereka pergi secara diam-diam. Seseorang dengan sengaja membocorkan cerita tersebut, sehingga menimbulkan spekulasi di kalangan para penggarap. Oleh karena itu, kedua sekte menjadi lebih bersahabat dari sebelumnya.		
20011	Interaksi Negatif	Seorang murid {0} sedang berpetualang di dekat {1} ketika mereka bertemu dengan beberapa murid {1}. Perkelahian terjadi di antara mereka karena sedikit perbedaan pendapat, sehingga menimbulkan korban yang tidak diinginkan di kedua belah pihak. Kisah ini dibahas di antara para petani. Kedua sekte ini menjadi sedikit lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20012	Interaksi Negatif	Seorang tetua {0} sedang berpetualang di dekat {1} ketika mereka bertemu dengan beberapa murid {1} yang arogan dan mendominasi yang kemudian menghina {0}. Terprovokasi oleh kata-kata mereka, {0} tetua mengamuk dan membunuh. Kisah ini berspekulasi dan didiskusikan di antara para petani. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20013	Interaksi Negatif	Seorang murid {0} sedang berpetualang di dekat [PLACE] ketika mereka melihat sesepuh {1} sedang berlatih pengasingan di sana. Murid {0} bersembunyi di sana selama berhari-hari dan secara diam-diam menyerang sesepuh itu pada saat kritis latihan mereka. Terkejut, sang sesepuh kehilangan kendali atas kekuatan mereka dan praktik tersebut menjadi bumerang, menghancurkan tubuh dan jiwa sang sesepuh. Para penggarap terlibat dalam perdebatan sengit mengenai cerita tersebut. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20014	Interaksi Negatif	Seorang penatua {0} sedang berpetualang di dekat [PLACE] ketika mereka bertemu dengan seorang penatua {1} yang sedang memberikan ceramah. Penatua {0} menyembunyikan kehadiran mereka dan dengan sengaja menyabotasenya, mengubah ceramah {1} menjadi lelucon dan merusak reputasi {1}. Kisah ini diceritakan sebagai lelucon di kalangan petani. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20015	Interaksi Negatif	Seorang penatua {0} sedang berpetualang di dekat [PLACE] ketika mereka bertemu dengan seorang penatua {1}. Setelah mengikuti, mereka menemukan {1} tetua telah menemukan rumah gua abadi yang kuno. Penatua {0} ingin membagi kekayaan tetapi ditolak oleh penatua lainnya. Perkelahian terjadi di antara keduanya, menyebabkan kerusakan parah pada tanaman dan hewan di dekatnya. Kisah ini menarik perhatian banyak petani. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20016	Interaksi Negatif	Seorang penatua {0} sedang berpetualang di dekat [PLACE] ketika mereka menemukan tempat tersembunyi di mana Qi berkumpul, yang ternyata adalah seorang penatua {1} yang sedang mengalami kesengsaraan di sana. Penatua {0} membentuk formasi yang mengubah Lima Elemen lokasi, secara drastis meningkatkan kekuatan Kesengsaraan. Tubuh dan jiwa {1} tua itu langsung dilenyapkan. Kisah tersebut mengguncang dunia para kultivator. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20017	Interaksi Negatif	Seorang penatua {0} sedang mencari artefak yang digali di [PLACE] ketika mereka mengetahui bahwa seorang penatua {1} telah selangkah lebih maju. Tetua {0} memulai pertarungan saat keduanya meminta bantuan, mengubahnya menjadi pertarungan agresif yang melibatkan banyak kultivator. Kisah ini menarik banyak perhatian banyak petani. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dibandingkan sebelumnya.		
20018	Interaksi Negatif	Seorang tetua {0} sedang berpetualang di dekat [PLACE] ketika mereka bertemu dengan karavan dari {1} yang membawa obat-obatan langka dan harta karun. {0} melompat dan merampok semua sumber daya mereka. {1} sangat marah dan memberi tahu semua penggarap kejadian ini, menuntut {0} untuk merespons. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dari sebelumnya.		
20019	Interaksi Negatif	Seorang murid {0} sedang berpetualang di dekat [PLACE] ketika mereka bertemu dengan seorang murid yang sangat jenius yang mungkin merupakan reinkarnasi seorang kultivator kuno. Namun tanpa diduga, murid ini telah dipilih oleh sesepuh {1} dan berada di bawah pengawasan rahasia mereka. Perkelahian sengit terjadi antara kedua tetua karena murid ini, yang akhirnya menyebabkan pemimpin sekte mereka turun tangan. Kisah sensasional diceritakan di antara para kultivator. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dari sebelumnya.		
20020	Interaksi Negatif	Seorang tetua {0} menyelinap ke ruang harta karun {1}, mengambil banyak harta dan bahkan pergi tanpa menimbulkan kecurigaan. Hal ini kemudian diketahui oleh {1}, seluruh sekte {1} marah. Kisah sensasional diceritakan di antara para petani. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dari sebelumnya.		
20021	Interaksi Negatif	Seorang tetua {1} menyelinap ke ruang harta karun {0}, mencoba mencuri obat-obatan langka dan harta karun sebelum ditangkap oleh {0}. Marah, pemimpin sekte {0} membutakan dan melumpuhkan penyerang sebagai peringatan bagi seluruh dunia. Kisah sensasional diceritakan di antara para petani. Kedua sekte ini menjadi lebih bermusuhan satu sama lain dari sebelumnya.		
20022	Interaksi Negatif	Baru-baru ini, murid favorit dari tetua {0} berselisih dengan beberapa murid {1} di dekat [PLACE], dan hal itu meningkat dengan cepat hingga tetua kedua sekte datang dan bergabung dalam pertarungan, mengubahnya menjadi pertarungan sihir yang sangat besar.	The battle continued for months with countless casualties, and {0} finally won. Its disciples also advanced their skills in the battle of magic, strengthening the sect's power. On the other hand, {1} was greatly damaged and weakened. After the battle, the two sects have become more hostile to each other than ever.	Pertempuran berlanjut selama berbulan-bulan dengan korban yang tak terhitung jumlahnya, namun {0} akhirnya kalah karena kekuatan sekte mereka sangat melemah. Di sisi lain, {1} diperkuat dan memperoleh banyak kekuatan. Setelah pertempuran, kedua sekte menjadi lebih bermusuhan satu sama lain dari sebelumnya.
20023	Interaksi Negatif	Baru-baru ini, {0} dan {1} menemukan reruntuhan rumah gua di dekat [PLACE] secara bersamaan, yang konon menyimpan ajaran penting dari orang bijak kuno. Kedua sekte mengirimkan elitnya untuk memperjuangkan peruntungan tempat ini; pertarungan sihir yang intens terjadi.	After several fights, {0} eventually earned the Immortal Abode, strengthening the sect's power. On the other hand, {1} was greatly damaged and weakened. After the battle, the two sects have become more hostile to each other than ever.	Setelah beberapa pertarungan, {1} akhirnya mendapatkan Tempat Tinggal Abadi, memperkuat kekuatan sekte tersebut. Di sisi lain, {0} mengalami kerusakan parah dan melemah. Setelah pertempuran, kedua sekte menjadi lebih bermusuhan satu sama lain dari sebelumnya.
20024	Interaksi Negatif	Apa pun alasannya, {0} baru-baru ini memerintahkan banyak muridnya untuk menyerang gunung {1} sekaligus. Kedua sekte tersebut membentuk formasi di sana, mengganggu fenomena alam di dekatnya; peristiwa tersebut mengguncang dunia para kultivator.	{0} had the upper hand and eventually won. Its disciples also advanced their skills in the battle of magic, strengthening the sect's power. On the other hand, {1} was greatly damaged and weakened. After the battle, the two sects have become more hostile to each other than ever.	{1} lebih unggul dalam menghadapi gerbang sekte dan akhirnya menang. Murid-muridnya juga meningkatkan keterampilan mereka dalam pertempuran sihir, memperkuat kekuatan sekte tersebut. {0} rusak parah dan melemah. Setelah pertempuran, kedua sekte menjadi lebih bermusuhan satu sama lain dari sebelumnya.
20025	Interaksi Negatif	Baru-baru ini, orang bijak {0} dibunuh di [PLACE] oleh {1}. Setelah kehilangan tokoh sentralnya, seluruh {0} menjadi marah dan melancarkan serangan ke {1} di [PLACE] untuk membalas dendam. Kedua sekte mengirimkan ratusan murid dan bertempur selama beberapa hari; aura pedang mereka menyapu daratan di dekatnya, melukai dan membunuh banyak makhluk.	In the battle of magic, the infuriated {0} started attacking and almost wiped out the opponent sect. Its disciples also advanced their skills, strengthening the sect's power. On the other hand, {1} was greatly damaged and weakened. After the battle, the two sects have become more hostile to each other than ever.	Dalam pertarungan sihir, {0} yang marah kehilangan posisinya dalam pertahanan dan melangkah tepat ke dalam jebakan {1} yang saling bertautan, akhirnya kalah dari lawan saat kekuatan sekte melemah. Di sisi lain, {1} diperkuat dan memperoleh banyak kekuatan. Setelah pertempuran, kedua sekte menjadi lebih bermusuhan satu sama lain dari sebelumnya.
20026	Interaksi Negatif	Baru-baru ini, banyak obat langka dan harta karun {0} dicuri. Seorang tetua sekte menggunakan Pelacakan Cermin untuk menemukan petunjuk, dan ternyata petunjuk itu dicuri oleh murid {1}. Saat ditanya oleh {0}, {1} menolak mengakui bahwa mereka mengetahui apa pun. Perbedaan mereka menjadi tidak dapat didamaikan, sehingga mereka merencanakan pertarungan sihir di dekat [PLACE] untuk memutuskan siapa yang benar.	{0} sent out all their elites in the battle of magic, gained the upper hand and finally forced {1} to surrender and pay for compensation. The {0}'s power was also strengthened. On the other hand, {1} paid a double penalty and was greatly weakened. The two sects have become more hostile to each other than ever.	Dalam pertempuran sihir, {1} menang karena mereka telah bersiap sebelumnya dan berhasil memaksa {0} mundur, memperkuat kekuatan sekte tersebut. {0} kehilangan banyak harta tanpa alasan, dan kekuatan sekte melemah.
20027	Interaksi Negatif	Baru-baru ini, {0} diam-diam menghubungi seorang pertapa kuno dan meminta mereka untuk bergabung dengan sekte tersebut sebagai tetua tamu. Ternyata {1} juga tertarik dengan penggarap tersebut. Marah, {1} segera mengirimkan sekelompok elit sekte untuk mencegat sekelompok orang yang mengawal penggarap di [PLACE].	Due to their appreciation of the ancient cultivator, {0} sent out several elite elders and fought off the enemies, strengthening the sect's power. On the other hand, {1} paid a double penalty and was greatly weakened.	{0} terkejut karena lawan telah bersiap sebelumnya, dan banyak murid yang tewas dalam pertempuran tersebut. {1} memanfaatkan kesempatan itu dan mengambil banyak artefak dan harta rahasia yang ditinggalkan oleh penggarap kuno, memperkuat kekuatan sekte tersebut.
20028	Mengunjungi	Baru-baru ini, seorang abadi sedang bepergian di daerah tersebut ketika mereka ingat gerbang sekte Anda ada di dekatnya, jadi mereka memutuskan untuk mengunjungi Anda.	Immortal Visitor	
20034	Serangan Menyelinap	Dalam misi rahasia yang diperintahkan oleh sekte mereka, murid [TXT] menyerang sekte Anda.		
20040	Kerja sama	{0} dan {1} memutuskan untuk memulai kerja sama menyeluruh satu sama lain untuk menjelajahi Tempat Tinggal Surgawi yang baru ditemukan. Kedua sekte harus menghindari konflik dan melanjutkan diskusi persahabatan di masa depan.		
20041	Kerja sama	Apa pun alasannya, pemimpin sekte {0} baru-baru ini mengunjungi {1} sendirian dan melakukan diskusi rahasia dengan pemimpin sekte lainnya selama berhari-hari. Setelah itu, mereka memerintahkan murid-muridnya untuk menghindari konflik dan memperkuat hubungan kerja sama mereka.		
20042	Kerja sama	Baru-baru ini, konflik terus terjadi antara {0} dan {1}, mengubah dunia para penggarap menjadi hiruk pikuk pembunuhan yang merajalela. Untuk mendapatkan kembali kendali atas situasi, semua pemimpin sekte bergandengan tangan untuk menahan tindakan murid kedua sekte dan menghentikan pertempuran.		
20044	Konflik	Baru-baru ini, murid langsung dari pemimpin sekte {0} tewas dalam kecelakaan oleh {1}. Pemimpin sekte {0} marah dan mengumumkan perang habis-habisan dengan {1}.		
20045	Konflik	Baru-baru ini, pemimpin sekte {0} dan {1} kembali dari menjelajahi dunia lain, apa pun alasannya, tiba-tiba berselisih satu sama lain dan menjadi musuh. Kedua sekte tersebut terkena dampaknya, dan konflik pun terjadi ketika mereka saling berperang secara agresif.		
20046	Konflik	Baru-baru ini, {0} dan {1} mengirimkan murid elit mereka untuk menjelajahi rumah abadi, namun tanpa diduga, mereka semua musnah. Kedua sekte tersebut mulai saling mencurigai dan konflik pun terjadi.		
20048	Kekuatan Meningkat	Penatua {0} yang telah mengasingkan diri selama lebih dari seribu tahun, {1}, akhirnya berhasil dalam latihannya dan muncul kembali di dunia. {0} telah mendapatkan Sage lainnya.		
20049	Kekuatan Meningkat	{0} menemukan Tempat Tinggal Surgawi kecil dari sebuah sekte kuno di [PLACE], setelah menelusuri tempat itu, sekte tersebut menjadi jauh lebih kuat dari sebelumnya.		
20050	Kekuatan Meningkat	{0} membunuh Naga Banjir di [PLACE] dan memperoleh sumber daya langka dalam jumlah besar, sehingga memperkuat kekuatan sekte.		
20051	Kekuatan Meningkat	{0} membunuh seekor Phoenix di [PLACE] dan memperoleh sejumlah besar sumber daya langka, sehingga memperkuat kekuatan sekte tersebut.		
20052	Kekuatan Meningkat	{0} membunuh Naga Obor di [PLACE] dan memperoleh sumber daya langka dalam jumlah besar, sehingga memperkuat kekuatan sekte tersebut.		
20053	Kekuatan Meningkat	{0} menemukan rumah gua milik seorang penggarap artefak kuno dan memperoleh banyak artefak yang melekat dengan roh primordial, sehingga memperkuat kekuatan sekte tersebut.		
20054	Kekuatan Meningkat	Leluhur yang naik dari {0} tiba-tiba memberkati sekte tersebut dengan sejumlah besar kekayaan, memperkuat kekuatan sekte tersebut.		
20055	Kekuatan Meningkat	{0} mengoptimalkan pembentukan inti sekte, memperkuat kekuatan sekte.		
20056	Kekuatan Meningkat	Akar roh matang dari {0} mempengaruhi Pengakuan Iman Surga dan menyebabkan Qi menyatu. Diberkati oleh Qi yang menyatu, kekuatan sekte tersebut diperkuat.		
20057	Kekuatan Meningkat	Pendiri {0} tiba-tiba turun ke dunia fana dan memberikan ceramah kepada seluruh sekte. Kekuatan sekte ini diperkuat.		
20058	Kekuatan Meningkat	Sebuah sekte kecil yang hidup mengasingkan diri di bawah laut dalam datang ke darat untuk menghindari ancaman binatang laut raksasa, dan seluruh sekte mereka bergabung dengan {0} sebagai imbalan atas perlindungan mereka, memperkuat kekuatan {0}.		
20059	Kekuatan Meningkat	{0} mereformasi peraturan sekte mereka dan menata ulang cabang-cabangnya, memberikan tampilan baru pada sekte tersebut. Kekuatan sekte ini diperkuat.		
20060	Kekuatan Menurun	Seorang bijak dari {0} sedang menghadapi Kesengsaraan Surgawi karena terlalu lama berada di alam fana. Mereka gagal selamat dari kesengsaraan karena perubahan fenomena astronomi yang tiba-tiba dan mati di bawah langit.		
20061	Kekuatan Menurun	Seluruh sekte {0} dilanda penyakit aneh yang menyerupai flu. Banyak murid batin yang meninggal karenanya. Kekuatan sekte itu melemah.		
20062	Kekuatan Menurun	Semua tetua sekte {0} sedang berpetualang ketika sekte tersebut diserang oleh Naga Banjir. Sejumlah besar sumber daya dan harta langka dihancurkan oleh Banjir Mematikan. Kekuatan sekte itu melemah.		
20063	Kekuatan Menurun	Semua tetua sekte {0} sedang berpetualang ketika sekte tersebut diserang oleh Phoenix. Sejumlah besar sumber daya dan harta langka dihancurkan oleh Solar Eye. Kekuatan sekte itu melemah.		
20064	Kekuatan Menurun	Semua tetua sekte {0} sedang berpetualang ketika sekte tersebut diserang oleh Naga Obor. Sekte ini rusak parah oleh sejumlah besar Telur Yin dan Yang yang menetas. Kekuatan sekte itu melemah.		
20065	Kekuatan Menurun	Cabang {0} mengkhianati sekte tersebut dan melarikan diri dengan banyak harta, melemahkan kekuatan sekte tersebut.		
20066	Kekuatan Menurun	Sekelompok elit {0} secara tidak sengaja memicu peringatan untuk Kediaman Abadi saat menjelajahi rumah besar gua abadi. Seluruh kelompok dimusnahkan, melemahkan kekuatan sekte tersebut.		
20067	Kekuatan Menurun	Murid inti {0} membuat kesalahan saat melatih formasi mereka, dan semuanya terluka parah akibat serangan balik sihir. Kekuatan sekte itu melemah.		
20068	Kekuatan Menurun	Seorang tetua {0} kehilangan kendali atas kondisi mentalnya saat berlatih, menjadi terpesona dan melakukan pembunuhan besar-besaran di sekte tersebut, melemahkan kekuatan sekte tersebut.		
20069	Kekuatan Menurun	Seorang tetua sekte {0} diubah oleh sekte musuh mereka dan melarikan diri dari sekte lama. Mereka bahkan mencuri sejumlah besar harta selama kekacauan sebelum mereka pergi. Kekuatan sekte itu melemah.		
20070	Kekuatan Menurun	{0} mengalami serangkaian Malam Kutub yang langka; pohon roh dan tanaman yang tak terhitung jumlahnya di kebun herbal layu dan mati. Kekuatan sekte itu melemah.		
20071	Kekuatan Menurun	Akar roh matang dari {0} memiliki terlalu banyak kutukan, sehingga menarik banyak iblis yang jatuh untuk merampoknya. Perkelahian berdarah terjadi di sekte tersebut, melemahkan kekuatan sekte tersebut.		
20072	Pasokan Darurat	Penatua {0} yang telah mengasingkan diri selama lebih dari seribu tahun, {1}, akhirnya berhasil dalam latihannya dan muncul kembali di dunia. {0} telah mendapatkan Sage lainnya.		
20073	Pasokan Darurat	Pendiri {0} turun ke dunia fana dengan sebuah manifestasi. {0} telah mendapatkan Sage lainnya.		
20074	Pasokan Darurat	Seorang tetua dari {0} mewarisi warisan seorang bijak kuno secara kebetulan, dan kekuatan mereka meningkat secara drastis ke level bijak tua itu. {0} telah mendapatkan Sage lainnya.		
20075	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20076	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20077	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20078	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20079	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20080	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20081	Kekuatan Meningkat	{0} menerima bantuan rahasia yang memperkuat kekuatan mereka.		
20082	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20083	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20084	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20085	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20086	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20087	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
20088	Kekuatan Menurun	{0} menemui penghalang rahasia yang melemahkan kekuatan mereka.		
29001	Katakanlah jebakan	Orang bijak {0} {1} mati karenamu. {0} sangat marah.		
29002	Mundur	{0} rusak parah dan melemah. Mereka telah memerintahkan untuk mengunci gerbang sekte mereka dan membatasi perilaku murid-murid mereka untuk pulih dari kerusakan.		
29003	Retret Berakhir	{0} telah membuka kembali gerbang sekte mereka dan menjadi aktif kembali.		
29004	Pengunjung Mati	[NAME] meninggal di sekte Anda, dan [TXT] sangat marah.		
29005	Daun Pengunjung	[NAME] menerima perlakuan [TXT] di sekte Anda.		
29006	Sekte Menyerah	[TXT] bingung dan hanya bisa protes. gagal mempertahankan diri di bawah serangan Anda, sehingga mereka menyerah kepada Anda dan berjanji untuk memberikan upeti setiap tahun untuk menunjukkan rasa hormat mereka.		
29007	Penguncian Dimulai	{0} menjadi lebih waspada karena invasi baru-baru ini.		
29008	Penguncian Berakhir	{0} menghentikan status peringatannya.		
29009	Katakanlah jebakan	Orang bijak {0} {1} mati karenamu. {0} bingung dan hanya bisa protes.		
29010	Murid Jatuh	{0} {1} mati karena Anda. {0} sangat marah.		
29011	Murid Jatuh	{0} {1} mati karena Anda. {0} bingung dan hanya bisa protes.		
